HeatingDemand,HeatingEnergy,CoolingDemand,CoolingEnergy,IndoorAir,OutsideTemp,SolarGains,COP
0.0,0.0,0.0,0.0,22.288532577816976,9.986501,0.0,
0.0,0.0,0.0,0.0,22.30892289248784,10.3365,0.0,
0.0,0.0,0.0,0.0,22.266952471224247,10.1365,0.0,
0.0,0.0,0.0,0.0,22.182570743870045,9.6365,0.0,
0.0,0.0,0.0,0.0,22.15841227400981,9.686501,0.0,
0.0,0.0,0.0,0.0,22.161752575510622,9.936501,0.0,
0.0,0.0,0.0,0.0,22.177637432013807,10.236501,0.0,
0.0,0.0,0.0,0.0,22.162100318338084,10.236501,0.0,
0.0,0.0,0.0,0.0,22.146949373608173,10.236501,0.0,
0.0,0.0,0.0,0.0,22.171334959936633,10.3365,38.30037803539098,
0.0,0.0,0.0,0.0,22.2531572679353,10.6365,89.89160239962753,
0.0,0.0,0.0,0.0,22.66953918215759,11.1365,542.216361103362,
0.0,0.0,0.0,0.0,22.845719322059765,10.986501,406.74836082887686,
0.0,0.0,0.0,0.0,22.79907035681587,10.986501,37.8,
0.0,0.0,0.0,0.0,22.769052632752363,10.7865,19.599999999999998,
0.0,0.0,0.0,0.0,22.760381834935515,10.8365,6.3,
0.0,0.0,0.0,0.0,22.791661547379544,11.186501,3.5,
0.0,0.0,0.0,0.0,22.790380051783387,11.236501,0.0,
0.0,0.0,0.0,0.0,22.74598452829519,10.936501,0.0,
0.0,0.0,0.0,0.0,22.637510741361464,10.186501,0.0,
0.0,0.0,0.0,0.0,22.590059024638258,10.0365,0.0,
0.0,0.0,0.0,0.0,22.572128231860905,10.1365,0.0,
0.0,0.0,0.0,0.0,22.582784386288242,10.436501,0.0,
0.0,0.0,0.0,0.0,22.58139006724346,10.5865,0.0,
0.0,0.0,0.0,0.0,22.526033385686546,10.2865,0.0,
0.0,0.0,0.0,0.0,22.52873555424287,10.486501,0.0,
0.0,0.0,0.0,0.0,22.50427176219437,10.436501,0.0,
0.0,0.0,0.0,0.0,22.434275683536878,10.0365,0.0,
0.0,0.0,0.0,0.0,22.394561258951367,9.936501,0.0,
0.0,0.0,0.0,0.0,22.353348228023837,9.8365,0.0,
0.0,0.0,0.0,0.0,22.336329996163617,9.936501,0.0,
0.0,0.0,0.0,0.0,22.37994541686262,10.486501,0.0,
0.0,0.0,0.0,0.0,22.39766328816653,10.736501,0.0,
0.0,0.0,0.0,0.0,22.399348725769467,10.7865,5.6,
0.0,0.0,0.0,0.0,22.410083677247478,10.8365,18.2,
0.0,0.0,0.0,0.0,22.495975985114256,11.3365,44.8,
0.0,0.0,0.0,0.0,22.551302202801267,10.686501,205.56476707237064,
0.0,0.0,0.0,0.0,22.51419838869154,10.5865,28.0,
0.0,0.0,0.0,0.0,22.52523537984351,10.736501,16.099999999999998,
0.0,0.0,0.0,0.0,22.563944571417125,11.0365,20.822310125666334,
0.0,0.0,0.0,0.0,22.492414346429076,10.436501,19.954349986354234,
0.0,0.0,0.0,0.0,22.535262621276946,10.936501,0.0,
0.0,0.0,0.0,0.0,22.53464902466582,10.986501,0.0,
0.0,0.0,0.0,0.0,22.57377682321309,11.3365,0.0,
0.0,0.0,0.0,0.0,22.575733867641794,11.3365,0.0,
0.0,0.0,0.0,0.0,22.526331009319005,10.936501,0.0,
0.0,0.0,0.0,0.0,22.493869786060383,10.736501,0.0,
0.0,0.0,0.0,0.0,22.470072170445665,10.6365,0.0,
0.0,0.0,0.0,0.0,22.360999669636296,9.8865,0.0,
0.0,0.0,0.0,0.0,22.300136400755445,9.6365,0.0,
0.0,0.0,0.0,0.0,22.24740018728023,9.486501,0.0,
0.0,0.0,0.0,0.0,22.205074263981093,9.436501,0.0,
0.0,0.0,0.0,0.0,22.130487857792637,9.1365,0.0,
0.0,0.0,0.0,0.0,22.154196046466062,9.2865,0.0,
0.0,0.0,0.0,0.0,22.163380369949603,8.8365,0.0,
0.0,0.0,0.0,0.0,22.292588390271284,8.486501,0.0,
0.0,0.0,0.0,0.0,22.28462413659924,8.186501,0.7,
0.0,0.0,0.0,0.0,22.430616048772944,8.8365,326.7112152836255,
0.0,0.0,0.0,0.0,22.706573597038627,9.6365,480.57086471198147,
0.0,0.0,0.0,0.0,22.96907113480231,9.986501,328.1207881824398,
0.0,0.0,0.0,0.0,23.520919070233315,10.8365,447.77368603298333,
0.0,0.0,0.0,0.0,23.870580046390742,10.8865,509.70378042413483,
0.0,0.0,0.0,0.0,23.804693107832634,10.736501,369.4748668163646,
0.0,0.0,0.0,0.0,23.769664735703927,10.686501,147.910687883267,
0.0,0.0,0.0,0.0,23.73871454964108,10.936501,3.5,
0.0,0.0,0.0,0.0,23.592230010529846,10.0865,0.0,
0.0,0.0,0.0,0.0,23.55063350477318,10.186501,0.0,
0.0,0.0,0.0,0.0,23.48048647524591,10.0365,0.0,
0.0,0.0,0.0,0.0,23.446838504838112,10.186501,0.0,
0.0,0.0,0.0,0.0,23.411340878259153,10.2865,0.0,
0.0,0.0,0.0,0.0,23.37279717247891,10.3365,0.0,
0.0,0.0,0.0,0.0,23.29797064414331,10.0865,0.0,
0.0,0.0,0.0,0.0,23.22520417066224,9.8865,0.0,
0.0,0.0,0.0,0.0,23.104377891365882,9.3365,0.0,
0.0,0.0,0.0,0.0,23.075507444276177,9.5865,0.0,
0.0,0.0,0.0,0.0,22.983015053703483,9.2865,0.0,
0.0,0.0,0.0,0.0,22.911020964829714,9.186501,0.0,
0.0,0.0,0.0,0.0,22.916571932501824,9.3365,0.0,
0.0,0.0,0.0,0.0,22.869566887020788,8.5865,0.0,
0.0,0.0,0.0,0.0,22.96859533793064,8.186501,0.0,
0.0,0.0,0.0,0.0,22.949200528481864,7.9865,0.7,
0.0,0.0,0.0,0.0,22.932816930569793,8.7865,93.80324950589046,
0.0,0.0,0.0,0.0,23.28163562095946,9.0365,659.8780909811784,
0.0,0.0,0.0,0.0,23.677230737955576,9.486501,583.4511058625303,
0.0,0.0,0.0,0.0,24.25436697980881,9.736501,694.1747434245406,
0.0,0.0,0.0,0.0,24.706657978612043,10.0865,721.3922277730327,
0.0,0.0,0.0,0.0,24.59680031182063,9.8365,428.08877280534193,
0.0,0.0,0.0,0.0,24.482976667358233,9.0365,246.80540331812557,
0.0,0.0,0.0,0.0,24.275472475422593,8.3365,30.30336454649864,
0.0,0.0,0.0,0.0,24.14333724583305,8.236501,0.0,
0.0,0.0,0.0,0.0,24.022820274772723,8.186501,0.0,
0.0,0.0,0.0,0.0,23.90405584745169,8.1365,0.0,
0.0,0.0,0.0,0.0,23.838312154502823,8.486501,0.0,
0.0,0.0,0.0,0.0,23.731590117230784,8.436501,0.0,
0.0,0.0,0.0,0.0,23.619863832277876,8.3365,0.0,
0.0,0.0,0.0,0.0,23.463531637254697,7.8865,0.0,
0.0,0.0,0.0,0.0,23.27424474789692,7.2365,0.0,
0.0,0.0,0.0,0.0,23.06709308884055,6.5365,0.0,
0.0,0.0,0.0,0.0,22.886175417143612,6.1365,0.0,
0.0,0.0,0.0,0.0,22.706226462667075,5.7865,0.0,
0.0,0.0,0.0,0.0,22.61184588681732,6.1365,0.0,
0.0,0.0,0.0,0.0,22.619579391361736,6.8364997,0.0,
0.0,0.0,0.0,0.0,22.64609791446511,7.0864997,0.0,
0.0,0.0,0.0,0.0,22.751882125682876,6.9865,0.0,
0.0,0.0,0.0,0.0,22.7396365622314,7.0365,0.0,
0.0,0.0,0.0,0.0,22.551811154818704,6.9865,29.654300457553845,
0.0,0.0,0.0,0.0,22.55932433851138,7.3364997,182.5223039263014,
0.0,0.0,0.0,0.0,22.88607690908683,7.8865,399.060919630766,
0.0,0.0,0.0,0.0,23.15082675857774,7.1865,407.30811718848844,
0.0,0.0,0.0,0.0,23.199377613613965,7.6865,97.79116788288668,
0.0,0.0,0.0,0.0,22.970068909659084,7.3865,164.07763949917455,
0.0,0.0,0.0,0.0,22.89743821977447,7.1365,178.03335670758827,
0.0,0.0,0.0,0.0,22.707444061495,6.5864997,24.60974405520596,
0.0,0.0,0.0,0.0,22.53954406401323,6.2365,0.0,
0.0,0.0,0.0,0.0,22.312970645793182,5.4365,0.0,
0.0,0.0,0.0,0.0,22.194009443319306,5.5864997,0.0,
0.0,0.0,0.0,0.0,22.107388931649723,5.9365,0.0,
0.0,0.0,0.0,0.0,21.94182545273156,5.5864997,0.0,
0.0,0.0,0.0,0.0,21.707538708179783,4.7365,0.0,
0.0,0.0,0.0,0.0,21.52208785479687,4.3865,0.0,
0.0,0.0,0.0,0.0,21.332547196073698,4.0365,0.0,
0.0,0.0,0.0,0.0,21.183915848306036,4.0365,0.0,
0.0,0.0,0.0,0.0,21.000495107408288,3.7364998,0.0,
0.0,0.0,0.0,0.0,20.81417688049521,3.4365,0.0,
0.0,0.0,0.0,0.0,20.676344505883137,3.5365,0.0,
0.0,0.0,0.0,0.0,20.545697643029722,3.2865,0.0,
0.0,0.0,0.0,0.0,20.48421643641867,3.1365,0.0,
0.0,0.0,0.0,0.0,20.551971572284497,3.0865002,0.0,
0.0,0.0,0.0,0.0,20.45946867001102,2.8365002,0.7,
0.0,0.0,0.0,0.0,20.466323985043136,3.9864998,158.47262219358012,
0.0,0.0,0.0,0.0,20.544209685915938,5.1365,195.91554902892574,
0.0,0.0,0.0,0.0,20.687686433537507,5.8865,104.68506101322951,
0.0,0.0,0.0,0.0,21.03739337931352,6.8865,144.26700072995447,
0.0,0.0,0.0,0.0,20.98738917122704,6.2865,38.5,
0.0,0.0,0.0,0.0,20.694770133737713,5.9865,30.099999999999998,
0.0,0.0,0.0,0.0,20.61970663250257,6.2865,11.899999999999999,
0.0,0.0,0.0,0.0,20.608568455971426,6.7865,2.0999999999999996,
0.0,0.0,0.0,0.0,20.635771122813285,7.4865,0.0,
0.0,0.0,0.0,0.0,20.65434552589121,7.9865,0.0,
0.0,0.0,0.0,0.0,20.74902494090398,8.986501,0.0,
0.0,0.0,0.0,0.0,20.795652484681124,9.436501,0.0,
0.0,0.0,0.0,0.0,20.884375184834187,10.1365,0.0,
0.0,0.0,0.0,0.0,20.9882910490662,10.8365,0.0,
0.0,0.0,0.0,0.0,21.049297040612228,11.0865,0.0,
0.0,0.0,0.0,0.0,21.02520547354208,10.6365,0.0,
0.0,0.0,0.0,0.0,21.112392667185308,11.1365,0.0,
0.0,0.0,0.0,0.0,21.197012315963768,11.5365,0.0,
0.0,0.0,0.0,0.0,21.250987079198197,11.6365,0.0,
0.0,0.0,0.0,0.0,21.25479439242723,11.3365,0.0,
0.0,0.0,0.0,0.0,21.33570598050219,11.3365,0.0,
0.0,0.0,0.0,0.0,21.39694387138448,10.736501,0.0,
0.0,0.0,0.0,0.0,21.61166667800992,10.5365,0.0,
0.0,0.0,0.0,0.0,21.62619967233844,9.8865,0.0,
0.0,0.0,0.0,0.0,21.53854963194417,9.436501,106.7095258943808,
0.0,0.0,0.0,0.0,22.056224924197284,9.736501,824.9783671739303,
0.0,0.0,0.0,0.0,22.711516255082607,10.3865,889.171961960121,
0.0,0.0,0.0,0.0,23.281832551647124,10.236501,756.0896961890605,
0.0,0.0,0.0,0.0,23.557356042170966,10.3365,470.78754391429476,
0.0,0.0,0.0,0.0,23.540335553761892,10.186501,440.88160040427493,
0.0,0.0,0.0,0.0,23.488962948498152,9.3365,298.82991655354283,
0.0,0.0,0.0,0.0,23.32579434849713,8.686501,49.68179719725808,
0.0,0.0,0.0,0.0,23.22314450258467,8.5865,0.0,
0.0,0.0,0.0,0.0,23.147025502958748,8.6365,0.0,
0.0,0.0,0.0,0.0,23.106110888930022,8.936501,0.0,
0.0,0.0,0.0,0.0,23.022357954510323,8.8365,0.0,
0.0,0.0,0.0,0.0,22.912545614264758,8.5365,0.0,
0.0,0.0,0.0,0.0,22.855731674767675,8.686501,0.0,
0.0,0.0,0.0,0.0,22.79764386029332,8.7865,0.0,
0.0,0.0,0.0,0.0,22.711415742268752,8.6365,0.0,
0.0,0.0,0.0,0.0,22.668500064571795,8.8365,0.0,
0.0,0.0,0.0,0.0,22.612380190965364,8.8865,0.0,
0.0,0.0,0.0,0.0,22.56531193769669,8.986501,0.0,
0.0,0.0,0.0,0.0,22.489829158823646,8.8365,0.0,
0.0,0.0,0.0,0.0,22.457391852457096,9.0365,0.0,
0.0,0.0,0.0,0.0,22.437145609042123,9.2865,0.0,
0.0,0.0,0.0,0.0,22.436444078753794,9.6365,0.0,
0.0,0.0,0.0,0.0,22.450873022921147,10.0365,0.0,
0.0,0.0,0.0,0.0,22.510805040017868,10.686501,5.6,
0.0,0.0,0.0,0.0,22.554925265273752,11.0865,9.1,
0.0,0.0,0.0,0.0,22.517910951994708,10.736501,18.9,
0.0,0.0,0.0,0.0,22.429201322752302,10.0365,22.4,
0.0,0.0,0.0,0.0,22.409133218112366,9.986501,23.799999999999997,
0.0,0.0,0.0,0.0,22.399501450906417,10.0365,21.7,
0.0,0.0,0.0,0.0,22.43623105593706,10.486501,11.899999999999999,
0.0,0.0,0.0,0.0,22.42708908900092,10.5365,2.8,
0.0,0.0,0.0,0.0,22.37391781123749,10.236501,0.0,
0.0,0.0,0.0,0.0,22.327846401715977,10.0365,0.0,
0.0,0.0,0.0,0.0,22.322846854135275,10.186501,0.0,
0.0,0.0,0.0,0.0,22.30245788584058,10.186501,0.0,
0.0,0.0,0.0,0.0,22.288989601141083,10.236501,0.0,
0.0,0.0,0.0,0.0,22.238615254002237,9.986501,0.0,
0.0,0.0,0.0,0.0,22.20252093130361,9.8865,0.0,
0.0,0.0,0.0,0.0,22.087871405264195,9.186501,0.0,
0.0,0.0,0.0,0.0,22.06129576698477,9.2865,0.0,
0.0,0.0,0.0,0.0,21.922415722639546,8.486501,0.0,
0.0,0.0,0.0,0.0,21.8440706501939,8.2865,0.0,
0.0,0.0,0.0,0.0,21.81401351276858,8.486501,0.0,
0.0,0.0,0.0,0.0,21.699879193199298,7.9865,0.0,
0.0,0.0,0.0,0.0,21.56332658757784,7.3865,0.0,
0.0,0.0,0.0,0.0,21.440910871099163,6.9865,0.0,
0.0,0.0,0.0,0.0,21.363869820886002,6.9865,1.4,
0.0,0.0,0.0,0.0,21.573266991408122,7.2365,368.8913503618667,
0.0,0.0,0.0,0.0,21.979383119729167,8.0365,628.6445274413808,
0.0,0.0,0.0,0.0,22.356558315604804,8.736501,645.8975950713792,
0.0,0.0,0.0,0.0,22.571908852840593,8.8865,505.12103585634515,
0.0,0.0,0.0,0.0,22.620693226353048,9.1365,216.7843150168763,
0.0,0.0,0.0,0.0,22.597097446190226,8.3365,239.16996253526287,
0.0,0.0,0.0,0.0,22.627483754877847,8.5865,154.57814518341448,
0.0,0.0,0.0,0.0,22.511286808857065,8.0865,55.48067408007138,
0.0,0.0,0.0,0.0,22.42595333153642,8.0865,0.0,
0.0,0.0,0.0,0.0,22.293081666610338,7.6365,0.0,
0.0,0.0,0.0,0.0,22.19722536544735,7.5365,0.0,
0.0,0.0,0.0,0.0,22.088438188408222,7.3364997,0.0,
0.0,0.0,0.0,0.0,21.964556174112584,7.0365,0.0,
0.0,0.0,0.0,0.0,21.82346893707038,6.6365,0.0,
0.0,0.0,0.0,0.0,21.67594652353302,6.2365,0.0,
0.0,0.0,0.0,0.0,21.515734953640127,5.7865,0.0,
0.0,0.0,0.0,0.0,21.386804346583645,5.6365,0.0,
0.0,0.0,0.0,0.0,21.372800694180416,6.3865,0.0,
0.0,0.0,0.0,0.0,21.377786056802893,7.1365,0.0,
0.0,0.0,0.0,0.0,21.189628988359285,6.2365,0.0,
0.0,0.0,0.0,0.0,21.190299138879592,6.5864997,0.0,
0.0,0.0,0.0,0.0,21.33592318616324,7.5365,0.0,
0.0,0.0,0.0,0.0,21.58807873501656,8.236501,0.0,
0.0,0.0,0.0,0.0,21.71279430117707,8.8865,0.0,
0.0,0.0,0.0,0.0,21.618898709157968,9.1365,6.3,
0.0,0.0,0.0,0.0,21.562026373265077,9.2865,9.799999999999999,
0.0,0.0,0.0,0.0,21.74838737482795,9.986501,23.799999999999997,
0.0,0.0,0.0,0.0,21.970923941541624,9.986501,18.9,
0.0,0.0,0.0,0.0,22.171620516956963,10.7865,37.099999999999994,
0.0,0.0,0.0,0.0,22.02094389970689,10.986501,23.099999999999998,
0.0,0.0,0.0,0.0,22.048473566814284,11.3365,17.5,
0.0,0.0,0.0,0.0,22.0495586105689,11.236501,2.0999999999999996,
0.0,0.0,0.0,0.0,22.106651483104116,11.5865,0.0,
0.0,0.0,0.0,0.0,22.139260375894143,11.686501,0.0,
0.0,0.0,0.0,0.0,22.160716297780063,11.686501,0.0,
0.0,0.0,0.0,0.0,22.08543008581779,10.936501,0.0,
0.0,0.0,0.0,0.0,21.93564881071415,9.736501,0.0,
0.0,0.0,0.0,0.0,21.79183424588189,8.7865,0.0,
0.0,0.0,0.0,0.0,21.6279823190827,7.8364997,0.0,
0.0,0.0,0.0,0.0,21.489488521529207,7.2365,0.0,
0.0,0.0,0.0,0.0,21.39083552438949,7.0365,0.0,
0.0,0.0,0.0,0.0,21.27042181568319,6.6865,0.0,
0.0,0.0,0.0,0.0,21.163543599625438,6.4865,0.0,
0.0,0.0,0.0,0.0,21.060764762873834,6.3364997,0.0,
0.0,0.0,0.0,0.0,20.97091445941771,5.9365,0.0,
0.0,0.0,0.0,0.0,20.945487606552565,5.6365,0.0,
0.0,0.0,0.0,0.0,21.031844875724463,5.3364997,0.0,
0.0,0.0,0.0,0.0,20.951749419788698,4.8364997,1.4,
0.0,0.0,0.0,0.0,21.10231515270213,5.2865,443.74944928544596,
0.0,0.0,0.0,0.0,21.456993529454444,5.9365,728.1246648353659,
0.0,0.0,0.0,0.0,21.916496825799832,6.4365,727.6145322634258,
0.0,0.0,0.0,0.0,22.419281276508027,6.7365,653.79488401642,
0.0,0.0,0.0,0.0,22.60995346624665,6.7365,439.7437892923743,
0.0,0.0,0.0,0.0,22.453894462513023,6.5365,337.3083976375476,
0.0,0.0,0.0,0.0,22.323278386242567,6.2865,142.39405634098532,
0.0,0.0,0.0,0.0,22.10164574784951,5.4865,27.672193648108603,
0.0,0.0,0.0,0.0,21.985156522741814,5.6365,0.0,
0.0,0.0,0.0,0.0,21.879313974456885,5.7865,0.0,
0.0,0.0,0.0,0.0,21.76700240782431,5.8364997,0.0,
0.0,0.0,0.0,0.0,21.517618780875573,4.7865,0.0,
0.0,0.0,0.0,0.0,21.440753823306572,5.2365,0.0,
0.0,0.0,0.0,0.0,21.319258577173013,5.2365,0.0,
0.0,0.0,0.0,0.0,21.104574193134326,4.4865,0.0,
0.0,0.0,0.0,0.0,20.908654339437362,3.9864998,0.0,
0.0,0.0,0.0,0.0,20.73724633050698,3.7364998,0.0,
0.0,0.0,0.0,0.0,20.557471050037098,3.4365,0.0,
0.0,0.0,0.0,0.0,20.55429747308795,4.5365,0.0,
0.0,0.0,0.0,0.0,20.527231458894136,5.2365,0.0,
0.0,0.0,0.0,0.0,20.50026889813962,5.4365,0.0,
0.0,0.0,0.0,0.0,20.461284604701405,5.0365,0.0,
0.0,0.0,0.0,0.0,20.499866357026974,4.3865,0.0,
0.0,0.0,0.0,0.0,20.485385703895265,4.4865,0.0,
0.0,0.0,0.0,0.0,20.41073787998563,5.2365,55.69799183654597,
0.0,0.0,0.0,0.0,20.653196413673257,6.1865,403.67205938830676,
0.0,0.0,0.0,0.0,20.640844622467664,4.9365,261.10992701586474,
0.0,0.0,0.0,0.0,20.88258685478921,5.7365,90.27700085771866,
0.0,0.0,0.0,0.0,21.074368969135957,6.0365,246.81621538490631,
0.0,0.0,0.0,0.0,20.74914082767346,5.4865,85.54949278712114,
0.0,0.0,0.0,0.0,20.608819873371672,5.3865,23.3822513056474,
0.0,0.0,0.0,0.0,20.454306400144723,4.8865,14.71218480302919,
0.0,0.0,0.0,0.0,20.250281985758164,4.1365,0.0,
0.0,0.0,0.0,0.0,20.163105000529345,4.3865,0.0,
0.0,0.0,0.0,0.0,20.032997029294933,4.2365,0.0,
700.0,270.72007341599135,0.0,0.0,22.120897054547772,4.1365,0.0,2.5856966983175
0.0,0.0,0.0,0.0,20.020604493962608,3.2865,0.0,
700.0,279.4873281622343,0.0,0.0,22.04030320852842,2.8365002,0.0,2.5045858236322984
700.0,282.9475977139174,0.0,0.0,22.166688732251426,2.3365002,0.0,2.473956328506298
0.0,0.0,0.0,0.0,20.033347560721854,1.5865,0.0,
700.0,292.9030188133338,0.0,0.0,21.984820989006455,0.9365,0.0,2.3898695303175
700.0,296.5552520683288,0.0,0.0,22.065361732359225,0.4365,0.0,2.3604370353175
700.0,299.1425232497061,0.0,0.0,22.150715131826317,0.086500004,0.0,2.3400217140499358
700.0,303.25973764155924,0.0,0.0,22.19959229286353,-0.46350002,0.0,2.30825234316918
0.0,0.0,0.0,0.0,20.086909634428284,-0.8635,0.0,
